#El presente archivo contiene datos de clientes separados en filas y por , (comas)
#Cada fila del archivo contiene la información de los clientes separada por comas. 
#Cada cliente contienen los atributos:
#<nombre>,<apellido>,<email>,<activo>,<fecha de alta>,<hora de alta [desestimar]>,<importe pagado>
#A partir de la importación de los datos ACTIVOS (el atributo activo con valor 1) del archivo 
# crear un vector de registros de clientes y con dichos datos cargados se necesita que la aplicación pueda:   
# 1) Mostrar Nombre y Apellido  Email y Fecha  de todos los clientes.               
# 2) Filtrar y Mostrar solo los clientes cuyo appellido comienza con la letra l que se carga por teclado 
# mostrando además en algun lado el total pagado por el grupo de clientes filtrado.
# 4) Finalmente generar un nuevo archivo de texto separado por comas con una línea por registro que guarde 
# solo los registros que tienen un importe pagado mayor al promedio general de importe pagado de todos los clientes.
BRAD,MCCURDY,BRAD.MCCURDY@sakilacustomer.org,1,14/02/2006,22:04,105.75
BRADLEY,MOTLEY,BRADLEY.MOTLEY@sakilacustomer.org,1,14/02/2006,22:04,126.73
BRANDON,HUEY,BRANDON.HUEY@sakilacustomer.org,1,14/02/2006,22:04,152.63
BRANDY,GRAVES,BRANDY.GRAVES@sakilacustomer.org,1,14/02/2006,22:04,122.72
BRENDA,WRIGHT,BRENDA.WRIGHT@sakilacustomer.org,1,14/02/2006,22:04,104.74
BRENT,HARKINS,BRENT.HARKINS@sakilacustomer.org,1,14/02/2006,22:04,112.77
BRETT,CORNWELL,BRETT.CORNWELL@sakilacustomer.org,1,14/02/2006,22:04,138.66
BRIAN,WYMAN,BRIAN.WYMAN@sakilacustomer.org,1,14/02/2006,22:04,52.88
BRITTANY,RILEY,BRITTANY.RILEY@sakilacustomer.org,1,14/02/2006,22:04,159.72
BRUCE,SCHWARZ,BRUCE.SCHWARZ@sakilacustomer.org,1,14/02/2006,22:04,103.77
BRYAN,HARDISON,BRYAN.HARDISON@sakilacustomer.org,1,14/02/2006,22:04,124.72
BYRON,BOX,BYRON.BOX@sakilacustomer.org,1,14/02/2006,22:04,120.71
CALVIN,MARTEL,CALVIN.MARTEL@sakilacustomer.org,1,14/02/2006,22:04,111.77
CARL,ARTIS,CARL.ARTIS@sakilacustomer.org,1,14/02/2006,22:04,106.77
CARLA,GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,1,14/02/2006,22:04,103.74
CARLOS,COUGHLIN,CARLOS.COUGHLIN@sakilacustomer.org,1,14/02/2006,22:04,106.77
CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,1,14/02/2006,22:04,97.74
CAROL,GARCIA,CAROL.GARCIA@sakilacustomer.org,1,14/02/2006,22:04,91.78
CAROLE,BARNETT,CAROLE.BARNETT@sakilacustomer.org,1,14/02/2006,22:04,108.70
CAROLINE,BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,1,14/02/2006,22:04,50.85
CAROLYN,PEREZ,CAROLYN.PEREZ@sakilacustomer.org,1,14/02/2006,22:04,117.70
CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,1,14/02/2006,22:04,124.66
CASEY,MENA,CASEY.MENA@sakilacustomer.org,1,14/02/2006,22:04,141.66
CASSANDRA,WALTERS,CASSANDRA.WALTERS@sakilacustomer.org,1,14/02/2006,22:04,129.70
CATHERINE,CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,1,14/02/2006,22:04,142.66
CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,1,14/02/2006,22:04,122.71
CECIL,VINES,CECIL.VINES@sakilacustomer.org,1,14/02/2006,22:04,115.74
CHAD,CARBONE,CHAD.CARBONE@sakilacustomer.org,1,14/02/2006,22:04,89.75
CHARLENE,ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,1,14/02/2006,22:04,114.73
CHARLES,KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,1,14/02/2006,22:04,138.68
CHARLIE,BESS,CHARLIE.BESS@sakilacustomer.org,1,14/02/2006,22:04,120.74
CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,1,14/02/2006,22:04,93.76
CHERYL,MURPHY,CHERYL.MURPHY@sakilacustomer.org,1,14/02/2006,22:04,133.73
CHESTER,BENNER,CHESTER.BENNER@sakilacustomer.org,1,14/02/2006,22:04,99.76
CHRIS,BROTHERS,CHRIS.BROTHERS@sakilacustomer.org,1,14/02/2006,22:04,84.78
CHRISTIAN,JUNG,CHRISTIAN.JUNG@sakilacustomer.org,0,14/02/2006,22:04,88.76
CHRISTINA,RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,1,14/02/2006,22:04,80.82
CHRISTINE,ROBERTS,CHRISTINE.ROBERTS@sakilacustomer.org,1,14/02/2006,22:04,99.76
CHRISTOPHER,GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,1,14/02/2006,22:04,147.69
CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,1,14/02/2006,22:04,122.69
CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,1,14/02/2006,22:04,113.71
CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,1,14/02/2006,22:04,195.58
CLARENCE,GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org,1,14/02/2006,22:04,104.70
CLAUDE,HERZOG,CLAUDE.HERZOG@sakilacustomer.org,1,14/02/2006,22:04,111.75
CLAUDIA,FULLER,CLAUDIA.FULLER@sakilacustomer.org,1,14/02/2006,22:04,111.74
CLAYTON,BARBEE,CLAYTON.BARBEE@sakilacustomer.org,1,14/02/2006,22:04,96.74
CLIFFORD,BOWENS,CLIFFORD.BOWENS@sakilacustomer.org,1,14/02/2006,22:04,113.71
CLIFTON,MALCOLM,CLIFTON.MALCOLM@sakilacustomer.org,1,14/02/2006,22:04,118.72
CLINTON,BUFORD,CLINTON.BUFORD@sakilacustomer.org,1,14/02/2006,22:04,103.75
CLYDE,TOBIAS,CLYDE.TOBIAS@sakilacustomer.org,1,14/02/2006,22:04,115.71
CODY,NOLEN,CODY.NOLEN@sakilacustomer.org,1,14/02/2006,22:04,98.78
COLLEEN,BURTON,COLLEEN.BURTON@sakilacustomer.org,1,14/02/2006,22:04,87.76
CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,1,14/02/2006,22:04,100.77
CONSTANCE,REID,CONSTANCE.REID@sakilacustomer.org,1,14/02/2006,22:04,95.75
COREY,HAUSER,COREY.HAUSER@sakilacustomer.org,1,14/02/2006,22:04,101.78
CORY,MEEHAN,CORY.MEEHAN@sakilacustomer.org,1,14/02/2006,22:04,81.76
COURTNEY,DAY,COURTNEY.DAY@sakilacustomer.org,1,14/02/2006,22:04,132.68
CRAIG,MORRELL,CRAIG.MORRELL@sakilacustomer.org,1,14/02/2006,22:04,124.70
CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,1,14/02/2006,22:04,137.67
CURTIS,IRBY,CURTIS.IRBY@sakilacustomer.org,1,14/02/2006,22:04,167.62
CYNTHIA,YOUNG,CYNTHIA.YOUNG@sakilacustomer.org,1,14/02/2006,22:04,111.68
DAISY,BATES,DAISY.BATES@sakilacustomer.org,1,14/02/2006,22:04,162.62
DALE,RATCLIFF,DALE.RATCLIFF@sakilacustomer.org,1,14/02/2006,22:04,112.73
DAN,PAINE,DAN.PAINE@sakilacustomer.org,1,14/02/2006,22:04,109.78
DANA,HART,DANA.HART@sakilacustomer.org,1,14/02/2006,22:04,133.71
DANIEL,CABRAL,DANIEL.CABRAL@sakilacustomer.org,1,14/02/2006,22:04,97.80
DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,1,14/02/2006,22:04,105.75
DANNY,ISOM,DANNY.ISOM@sakilacustomer.org,1,14/02/2006,22:04,91.79
DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,1,14/02/2006,22:04,113.69
DARRELL,POWER,DARRELL.POWER@sakilacustomer.org,1,14/02/2006,22:04,91.75
DARREN,WINDHAM,DARREN.WINDHAM@sakilacustomer.org,1,14/02/2006,22:04,108.76
DARRYL,ASHCRAFT,DARRYL.ASHCRAFT@sakilacustomer.org,1,14/02/2006,22:04,76.77
DARYL,LARUE,DARYL.LARUE@sakilacustomer.org,1,14/02/2006,22:04,111.73
DAVE,GARDINER,DAVE.GARDINER@sakilacustomer.org,1,14/02/2006,22:04,134.68
DAVID,ROYAL,DAVID.ROYAL@sakilacustomer.org,1,14/02/2006,22:04,115.74
DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,1,14/02/2006,22:04,120.74
DEAN,SAUER,DEAN.SAUER@sakilacustomer.org,1,14/02/2006,22:04,109.73
DEANNA,BYRD,DEANNA.BYRD@sakilacustomer.org,1,14/02/2006,22:04,107.74
DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,1,14/02/2006,22:04,130.68
DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,1,14/02/2006,22:04,115.71
DEBRA,NELSON,DEBRA.NELSON@sakilacustomer.org,1,14/02/2006,22:04,141.71
DELORES,HANSEN,DELORES.HANSEN@sakilacustomer.org,1,14/02/2006,22:04,91.79
DENISE,KELLY,DENISE.KELLY@sakilacustomer.org,1,14/02/2006,22:04,103.73
DENNIS,GILMAN,DENNIS.GILMAN@sakilacustomer.org,1,14/02/2006,22:04,114.72
DEREK,BLAKELY,DEREK.BLAKELY@sakilacustomer.org,1,14/02/2006,22:04,97.72
DERRICK,BOURQUE,DERRICK.BOURQUE@sakilacustomer.org,1,14/02/2006,22:04,95.78
DIANA,ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,1,14/02/2006,22:04,105.73
DIANE,COLLINS,DIANE.COLLINS@sakilacustomer.org,1,14/02/2006,22:04,169.65
DIANNE,SHELTON,DIANNE.SHELTON@sakilacustomer.org,1,14/02/2006,22:04,135.69
DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,1,14/02/2006,22:04,114.74
DON,BONE,DON.BONE@sakilacustomer.org,1,14/02/2006,22:04,133.75
DONALD,MAHON,DONALD.MAHON@sakilacustomer.org,1,14/02/2006,22:04,89.77
DONNA,THOMPSON,DONNA.THOMPSON@sakilacustomer.org,1,14/02/2006,22:04,98.79
DORA,MEDINA,DORA.MEDINA@sakilacustomer.org,1,14/02/2006,22:04,107.77
DORIS,REED,DORIS.REED@sakilacustomer.org,1,14/02/2006,22:04,100.78
DOROTHY,TAYLOR,DOROTHY.TAYLOR@sakilacustomer.org,1,14/02/2006,22:04,99.75
DOUGLAS,GRAF,DOUGLAS.GRAF@sakilacustomer.org,1,14/02/2006,22:04,114.75
DUANE,TUBBS,DUANE.TUBBS@sakilacustomer.org,1,14/02/2006,22:04,148.69
DUSTIN,GILLETTE,DUSTIN.GILLETTE@sakilacustomer.org,1,14/02/2006,22:04,100.74
DWAYNE,OLVERA,DWAYNE.OLVERA@sakilacustomer.org,1,14/02/2006,22:04,101.78
DWIGHT,LOMBARDI,DWIGHT.LOMBARDI@sakilacustomer.org,1,14/02/2006,22:04,74.83
EARL,SHANKS,EARL.SHANKS@sakilacustomer.org,1,14/02/2006,22:04,111.73
EDDIE,TOMLIN,EDDIE.TOMLIN@sakilacustomer.org,1,14/02/2006,22:04,128.73
EDGAR,RHOADS,EDGAR.RHOADS@sakilacustomer.org,1,14/02/2006,22:04,95.75
EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,1,14/02/2006,22:04,71.81
EDNA,WEST,EDNA.WEST@sakilacustomer.org,1,14/02/2006,22:04,107.74
EDUARDO,HIATT,EDUARDO.HIATT@sakilacustomer.org,1,14/02/2006,22:04,130.73
EDWARD,BAUGH,EDWARD.BAUGH@sakilacustomer.org,1,14/02/2006,22:04,114.72
EDWIN,BURK,EDWIN.BURK@sakilacustomer.org,1,14/02/2006,22:04,116.77
EILEEN,CARR,EILEEN.CARR@sakilacustomer.org,1,14/02/2006,22:04,80.82
ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,1,14/02/2006,22:04,107.76
ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,1,14/02/2006,22:04,216.54
ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,14/02/2006,22:04,144.62
ELLA,OLIVER,ELLA.OLIVER@sakilacustomer.org,1,14/02/2006,22:04,137.69
ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,1,14/02/2006,22:04,117.72
ELMER,NOE,ELMER.NOE@sakilacustomer.org,1,14/02/2006,22:04,98.74
ELSIE,KELLEY,ELSIE.KELLEY@sakilacustomer.org,1,14/02/2006,22:04,141.63
EMILY,DIAZ,EMILY.DIAZ@sakilacustomer.org,1,14/02/2006,22:04,91.76
EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,1,14/02/2006,22:04,94.77
ENRIQUE,FORSYTHE,ENRIQUE.FORSYTHE@sakilacustomer.org,1,14/02/2006,22:04,96.72
ERIC,ROBERT,ERIC.ROBERT@sakilacustomer.org,1,14/02/2006,22:04,122.73
ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,0,14/02/2006,22:04,95.78
ERIK,GUILLEN,ERIK.GUILLEN@sakilacustomer.org,1,14/02/2006,22:04,118.71
ERIKA,PENA,ERIKA.PENA@sakilacustomer.org,1,14/02/2006,22:04,101.74
ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,1,14/02/2006,22:04,106.73
ERNEST,STEPP,ERNEST.STEPP@sakilacustomer.org,1,14/02/2006,22:04,89.75
ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,1,14/02/2006,22:04,95.72
ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,1,14/02/2006,22:04,135.68
EUGENE,CULPEPPER,EUGENE.CULPEPPER@sakilacustomer.org,1,14/02/2006,22:04,71.81
EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,1,14/02/2006,22:04,83.82
EVELYN,MORGAN,EVELYN.MORGAN@sakilacustomer.org,1,14/02/2006,22:04,114.72
EVERETT,BANDA,EVERETT.BANDA@sakilacustomer.org,1,14/02/2006,22:04,110.72
FELICIA,SUTTON,FELICIA.SUTTON@sakilacustomer.org,1,14/02/2006,22:04,86.72
FELIX,GAFFNEY,FELIX.GAFFNEY@sakilacustomer.org,1,14/02/2006,22:04,73.76
FERNANDO,CHURCHILL,FERNANDO.CHURCHILL@sakilacustomer.org,1,14/02/2006,22:04,117.75
FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,1,14/02/2006,22:04,126.70
FLOYD,GANDY,FLOYD.GANDY@sakilacustomer.org,1,14/02/2006,22:04,69.83
FRANCES,PARKER,FRANCES.PARKER@sakilacustomer.org,1,14/02/2006,22:04,108.78
FRANCIS,SIKES,FRANCIS.SIKES@sakilacustomer.org,1,14/02/2006,22:04,104.74
FRANCISCO,SKIDMORE,FRANCISCO.SKIDMORE@sakilacustomer.org,1,14/02/2006,22:04,98.78
FRANK,WAGGONER,FRANK.WAGGONER@sakilacustomer.org,1,14/02/2006,22:04,127.68
FRANKLIN,TROUTMAN,FRANKLIN.TROUTMAN@sakilacustomer.org,1,14/02/2006,22:04,74.78
FRED,WHEAT,FRED.WHEAT@sakilacustomer.org,1,14/02/2006,22:04,88.75
FREDDIE,DUGGAN,FREDDIE.DUGGAN@sakilacustomer.org,1,14/02/2006,22:04,99.75
FREDERICK,ISBELL,FREDERICK.ISBELL@sakilacustomer.org,1,14/02/2006,22:04,105.79
GABRIEL,HARDER,GABRIEL.HARDER@sakilacustomer.org,1,14/02/2006,22:04,111.74
GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,1,14/02/2006,22:04,109.75
GARY,COY,GARY.COY@sakilacustomer.org,1,14/02/2006,22:04,103.75
GENE,SANBORN,GENE.SANBORN@sakilacustomer.org,1,14/02/2006,22:04,97.73
GEORGE,LINTON,GEORGE.LINTON@sakilacustomer.org,1,14/02/2006,22:04,131.67
GEORGIA,JACOBS,GEORGIA.JACOBS@sakilacustomer.org,1,14/02/2006,22:04,110.74
GERALD,FULTZ,GERALD.FULTZ@sakilacustomer.org,1,14/02/2006,22:04,121.70
GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,1,14/02/2006,22:04,112.70
GERTRUDE,CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,1,14/02/2006,22:04,137.66
GILBERT,SLEDGE,GILBERT.SLEDGE@sakilacustomer.org,1,14/02/2006,22:04,129.72
GINA,WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,1,14/02/2006,22:04,111.72
GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,1,14/02/2006,22:04,146.69
GLEN,TALBERT,GLEN.TALBERT@sakilacustomer.org,1,14/02/2006,22:04,113.74
GLENDA,FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,1,14/02/2006,22:04,140.68
GLENN,PULLEN,GLENN.PULLEN@sakilacustomer.org,1,14/02/2006,22:04,93.77
GLORIA,COOK,GLORIA.COOK@sakilacustomer.org,1,14/02/2006,22:04,135.70
GORDON,ALLARD,GORDON.ALLARD@sakilacustomer.org,1,14/02/2006,22:04,160.68
GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,1,14/02/2006,22:04,139.67
GREG,ROBINS,GREG.ROBINS@sakilacustomer.org,1,14/02/2006,22:04,141.70
GREGORY,MAULDIN,GREGORY.MAULDIN@sakilacustomer.org,1,14/02/2006,22:04,78.77
GUY,BROWNLEE,GUY.BROWNLEE@sakilacustomer.org,1,14/02/2006,22:04,159.68
GWENDOLYN,MAY,GWENDOLYN.MAY@sakilacustomer.org,1,14/02/2006,22:04,98.75
HAROLD,MARTINO,HAROLD.MARTINO@sakilacustomer.org,1,14/02/2006,22:04,130.68
HARRY,ARCE,HARRY.ARCE@sakilacustomer.org,0,14/02/2006,22:04,157.65
HARVEY,GUAJARDO,HARVEY.GUAJARDO@sakilacustomer.org,1,14/02/2006,22:04,93.78
HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,1,14/02/2006,22:04,110.66
HEATHER,MORRIS,HEATHER.MORRIS@sakilacustomer.org,1,14/02/2006,22:04,115.70
HECTOR,POINDEXTER,HECTOR.POINDEXTER@sakilacustomer.org,1,14/02/2006,22:04,119.74
HEIDI,LARSON,HEIDI.LARSON@sakilacustomer.org,0,14/02/2006,22:04,122.66
HELEN,HARRIS,HELEN.HARRIS@sakilacustomer.org,1,14/02/2006,22:04,134.68
HENRY,BILLINGSLEY,HENRY.BILLINGSLEY@sakilacustomer.org,1,14/02/2006,22:04,73.82
HERBERT,KRUGER,HERBERT.KRUGER@sakilacustomer.org,1,14/02/2006,22:04,78.80
HERMAN,DEVORE,HERMAN.DEVORE@sakilacustomer.org,1,14/02/2006,22:04,115.71
HILDA,HOPKINS,HILDA.HOPKINS@sakilacustomer.org,1,14/02/2006,22:04,122.71
HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,1,14/02/2006,22:04,114.69
HOWARD,FORTNER,HOWARD.FORTNER@sakilacustomer.org,1,14/02/2006,22:04,93.74
HUGH,WALDROP,HUGH.WALDROP@sakilacustomer.org,1,14/02/2006,22:04,90.79
IAN,STILL,IAN.STILL@sakilacustomer.org,1,14/02/2006,22:04,96.73
IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,1,14/02/2006,22:04,76.77
IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,1,14/02/2006,22:04,77.77
IRMA,PEARSON,IRMA.PEARSON@sakilacustomer.org,1,14/02/2006,22:04,70.82
ISAAC,OGLESBY,ISAAC.OGLESBY@sakilacustomer.org,1,14/02/2006,22:04,126.71
IVAN,CROMWELL,IVAN.CROMWELL@sakilacustomer.org,1,14/02/2006,22:04,99.74
JACK,FOUST,JACK.FOUST@sakilacustomer.org,1,14/02/2006,22:04,89.76
JACKIE,LYNCH,JACKIE.LYNCH@sakilacustomer.org,1,14/02/2006,22:04,93.75
JACOB,LANCE,JACOB.LANCE@sakilacustomer.org,1,14/02/2006,22:04,79.79
JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,1,14/02/2006,22:04,148.67
JAIME,NETTLES,JAIME.NETTLES@sakilacustomer.org,1,14/02/2006,22:04,126.71
JAMES,GANNON,JAMES.GANNON@sakilacustomer.org,1,14/02/2006,22:04,131.70
JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,1,14/02/2006,22:04,139.71
JAMIE,WAUGH,JAMIE.WAUGH@sakilacustomer.org,1,14/02/2006,22:04,118.75
