CASSANDRA,WALTERS,CASSANDRA.WALTERS@sakilacustomer.org,14/02/2006,129.7
CATHERINE,CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,14/02/2006,142.66
CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,14/02/2006,122.71
CECIL,VINES,CECIL.VINES@sakilacustomer.org,14/02/2006,115.74
CHARLENE,ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,14/02/2006,114.73
CHARLES,KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,14/02/2006,138.68
CHARLIE,BESS,CHARLIE.BESS@sakilacustomer.org,14/02/2006,120.74
CHERYL,MURPHY,CHERYL.MURPHY@sakilacustomer.org,14/02/2006,133.73
CHRISTOPHER,GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,14/02/2006,147.69
CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,14/02/2006,122.69
CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,14/02/2006,113.71
CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,14/02/2006,195.58
CLIFFORD,BOWENS,CLIFFORD.BOWENS@sakilacustomer.org,14/02/2006,113.71
CLIFTON,MALCOLM,CLIFTON.MALCOLM@sakilacustomer.org,14/02/2006,118.72
CLYDE,TOBIAS,CLYDE.TOBIAS@sakilacustomer.org,14/02/2006,115.71
COURTNEY,DAY,COURTNEY.DAY@sakilacustomer.org,14/02/2006,132.68
CRAIG,MORRELL,CRAIG.MORRELL@sakilacustomer.org,14/02/2006,124.7
CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,14/02/2006,137.67
CURTIS,IRBY,CURTIS.IRBY@sakilacustomer.org,14/02/2006,167.62
DAISY,BATES,DAISY.BATES@sakilacustomer.org,14/02/2006,162.62
DALE,RATCLIFF,DALE.RATCLIFF@sakilacustomer.org,14/02/2006,112.73
DANA,HART,DANA.HART@sakilacustomer.org,14/02/2006,133.71
DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,14/02/2006,113.69
DAVE,GARDINER,DAVE.GARDINER@sakilacustomer.org,14/02/2006,134.68
DAVID,ROYAL,DAVID.ROYAL@sakilacustomer.org,14/02/2006,115.74
DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,14/02/2006,120.74
DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,14/02/2006,130.68
DEBORAH,WALKER,DEBORAH.WALKER@sakilacustomer.org,14/02/2006,115.71
DEBRA,NELSON,DEBRA.NELSON@sakilacustomer.org,14/02/2006,141.71
DENNIS,GILMAN,DENNIS.GILMAN@sakilacustomer.org,14/02/2006,114.72
DIANE,COLLINS,DIANE.COLLINS@sakilacustomer.org,14/02/2006,169.65
DIANNE,SHELTON,DIANNE.SHELTON@sakilacustomer.org,14/02/2006,135.69
DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,14/02/2006,114.74
DON,BONE,DON.BONE@sakilacustomer.org,14/02/2006,133.75
DOUGLAS,GRAF,DOUGLAS.GRAF@sakilacustomer.org,14/02/2006,114.75
DUANE,TUBBS,DUANE.TUBBS@sakilacustomer.org,14/02/2006,148.69
EDDIE,TOMLIN,EDDIE.TOMLIN@sakilacustomer.org,14/02/2006,128.73
EDUARDO,HIATT,EDUARDO.HIATT@sakilacustomer.org,14/02/2006,130.73
EDWARD,BAUGH,EDWARD.BAUGH@sakilacustomer.org,14/02/2006,114.72
EDWIN,BURK,EDWIN.BURK@sakilacustomer.org,14/02/2006,116.77
ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,14/02/2006,216.54
ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,14/02/2006,144.62
ELLA,OLIVER,ELLA.OLIVER@sakilacustomer.org,14/02/2006,137.69
ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,14/02/2006,117.72
ELSIE,KELLEY,ELSIE.KELLEY@sakilacustomer.org,14/02/2006,141.63
ERIC,ROBERT,ERIC.ROBERT@sakilacustomer.org,14/02/2006,122.73
ERIK,GUILLEN,ERIK.GUILLEN@sakilacustomer.org,14/02/2006,118.71
ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,14/02/2006,135.68
EVELYN,MORGAN,EVELYN.MORGAN@sakilacustomer.org,14/02/2006,114.72
FERNANDO,CHURCHILL,FERNANDO.CHURCHILL@sakilacustomer.org,14/02/2006,117.75
FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,14/02/2006,126.7
FRANK,WAGGONER,FRANK.WAGGONER@sakilacustomer.org,14/02/2006,127.68
GEORGE,LINTON,GEORGE.LINTON@sakilacustomer.org,14/02/2006,131.67
GERALD,FULTZ,GERALD.FULTZ@sakilacustomer.org,14/02/2006,121.7
GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,14/02/2006,112.7
GERTRUDE,CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,14/02/2006,137.66
GILBERT,SLEDGE,GILBERT.SLEDGE@sakilacustomer.org,14/02/2006,129.72
GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,14/02/2006,146.69
GLEN,TALBERT,GLEN.TALBERT@sakilacustomer.org,14/02/2006,113.74
GLENDA,FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,14/02/2006,140.68
GLORIA,COOK,GLORIA.COOK@sakilacustomer.org,14/02/2006,135.7
GORDON,ALLARD,GORDON.ALLARD@sakilacustomer.org,14/02/2006,160.68
GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,14/02/2006,139.67
GREG,ROBINS,GREG.ROBINS@sakilacustomer.org,14/02/2006,141.7
GUY,BROWNLEE,GUY.BROWNLEE@sakilacustomer.org,14/02/2006,159.68
HAROLD,MARTINO,HAROLD.MARTINO@sakilacustomer.org,14/02/2006,130.68
HEATHER,MORRIS,HEATHER.MORRIS@sakilacustomer.org,14/02/2006,115.7
HECTOR,POINDEXTER,HECTOR.POINDEXTER@sakilacustomer.org,14/02/2006,119.74
HELEN,HARRIS,HELEN.HARRIS@sakilacustomer.org,14/02/2006,134.68
HERMAN,DEVORE,HERMAN.DEVORE@sakilacustomer.org,14/02/2006,115.71
HILDA,HOPKINS,HILDA.HOPKINS@sakilacustomer.org,14/02/2006,122.71
HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,14/02/2006,114.69
ISAAC,OGLESBY,ISAAC.OGLESBY@sakilacustomer.org,14/02/2006,126.71
JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,14/02/2006,148.67
JAIME,NETTLES,JAIME.NETTLES@sakilacustomer.org,14/02/2006,126.71
JAMES,GANNON,JAMES.GANNON@sakilacustomer.org,14/02/2006,131.7
JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,14/02/2006,139.71
JAMIE,WAUGH,JAMIE.WAUGH@sakilacustomer.org,14/02/2006,118.75
JANET,PHILLIPS,JANET.PHILLIPS@sakilacustomer.org,14/02/2006,127.73
JANICE,WARD,JANICE.WARD@sakilacustomer.org,14/02/2006,144.66
JASON,MORRISSEY,JASON.MORRISSEY@sakilacustomer.org,14/02/2006,128.72
JAVIER,ELROD,JAVIER.ELROD@sakilacustomer.org,14/02/2006,135.68
JEAN,BELL,JEAN.BELL@sakilacustomer.org,14/02/2006,115.73
JEANNE,LAWSON,JEANNE.LAWSON@sakilacustomer.org,14/02/2006,136.73
JEFFERY,PINSON,JEFFERY.PINSON@sakilacustomer.org,14/02/2006,121.69
JENNIE,TERRY,JENNIE.TERRY@sakilacustomer.org,14/02/2006,133.71
JERRY,JORDON,JERRY.JORDON@sakilacustomer.org,14/02/2006,143.71
JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,14/02/2006,152.66
JESSIE,MILAM,JESSIE.MILAM@sakilacustomer.org,14/02/2006,141.67
JESUS,MCCARTNEY,JESUS.MCCARTNEY@sakilacustomer.org,14/02/2006,114.76
JIM,REA,JIM.REA@sakilacustomer.org,14/02/2006,128.67
JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,14/02/2006,127.66
JOE,GILLILAND,JOE.GILLILAND@sakilacustomer.org,14/02/2006,138.71
JOHN,FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,14/02/2006,137.69
JOHNNIE,CHISHOLM,JOHNNIE.CHISHOLM@sakilacustomer.org,14/02/2006,121.76
JORDAN,ARCHULETA,JORDAN.ARCHULETA@sakilacustomer.org,14/02/2006,132.7
JORGE,OLIVARES,JORGE.OLIVARES@sakilacustomer.org,14/02/2006,134.66
JOSEPH,JOY,JOSEPH.JOY@sakilacustomer.org,14/02/2006,134.7
JOSHUA,MARK,JOSHUA.MARK@sakilacustomer.org,14/02/2006,119.7
JOY,GEORGE,JOY.GEORGE@sakilacustomer.org,14/02/2006,124.67
JOYCE,EDWARDS,JOYCE.EDWARDS@sakilacustomer.org,14/02/2006,130.72
JULIA,FLORES,JULIA.FLORES@sakilacustomer.org,14/02/2006,134.68
JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,14/02/2006,173.63
JUSTIN,NGO,JUSTIN.NGO@sakilacustomer.org,14/02/2006,129.64
KAREN,JACKSON,KAREN.JACKSON@sakilacustomer.org,14/02/2006,131.73
KARL,SEAL,KARL.SEAL@sakilacustomer.org,14/02/2006,221.55
KATHRYN,COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,14/02/2006,130.74
KATHY,JAMES,KATHY.JAMES@sakilacustomer.org,14/02/2006,129.7
KENT,ARSENAULT,KENT.ARSENAULT@sakilacustomer.org,14/02/2006,134.73
KEVIN,SCHULER,KEVIN.SCHULER@sakilacustomer.org,14/02/2006,116.78
KRISTIN,JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,14/02/2006,116.69
LARRY,THRASHER,LARRY.THRASHER@sakilacustomer.org,14/02/2006,112.74
LAURA,RODRIGUEZ,LAURA.RODRIGUEZ@sakilacustomer.org,14/02/2006,113.78
LEE,HAWKS,LEE.HAWKS@sakilacustomer.org,14/02/2006,119.73
LENA,JENSEN,LENA.JENSEN@sakilacustomer.org,14/02/2006,170.67
LEROY,BUSTAMANTE,LEROY.BUSTAMANTE@sakilacustomer.org,14/02/2006,118.68
LESLIE,SEWARD,LESLIE.SEWARD@sakilacustomer.org,14/02/2006,152.65
LINDA,WILLIAMS,LINDA.WILLIAMS@sakilacustomer.org,14/02/2006,135.74
LOIS,BUTLER,LOIS.BUTLER@sakilacustomer.org,14/02/2006,113.65
LORI,WOOD,LORI.WOOD@sakilacustomer.org,14/02/2006,141.69
LOUIS,LEONE,LOUIS.LEONE@sakilacustomer.org,14/02/2006,161.65
LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,14/02/2006,123.72
MABEL,HOLLAND,MABEL.HOLLAND@sakilacustomer.org,14/02/2006,112.7
MAE,FLETCHER,MAE.FLETCHER@sakilacustomer.org,14/02/2006,158.69
MANUEL,MURRELL,MANUEL.MURRELL@sakilacustomer.org,14/02/2006,116.7
MARC,OUTLAW,MARC.OUTLAW@sakilacustomer.org,14/02/2006,123.7
MARCIA,DEAN,MARCIA.DEAN@sakilacustomer.org,14/02/2006,175.58
MARCUS,HIDALGO,MARCUS.HIDALGO@sakilacustomer.org,14/02/2006,115.7
MARGIE,WADE,MARGIE.WADE@sakilacustomer.org,14/02/2006,159.64
MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,14/02/2006,151.67
MARIE,TURNER,MARIE.TURNER@sakilacustomer.org,14/02/2006,114.74
MARILYN,ROSS,MARILYN.ROSS@sakilacustomer.org,14/02/2006,137.7
MARIO,CHEATHAM,MARIO.CHEATHAM@sakilacustomer.org,14/02/2006,112.72
MARION,OCAMPO,MARION.OCAMPO@sakilacustomer.org,14/02/2006,115.71
MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,14/02/2006,194.61
MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,14/02/2006,127.68
MARLENE,WELCH,MARLENE.WELCH@sakilacustomer.org,14/02/2006,117.74
MARSHA,DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,14/02/2006,151.63
MARSHALL,THORN,MARSHALL.THORN@sakilacustomer.org,14/02/2006,117.77
MARTHA,GONZALEZ,MARTHA.GONZALEZ@sakilacustomer.org,14/02/2006,127.66
MARY,SMITH,MARY.SMITH@sakilacustomer.org,14/02/2006,118.68
MATTHEW,MAHAN,MATTHEW.MAHAN@sakilacustomer.org,14/02/2006,114.69
MAXINE,SILVA,MAXINE.SILVA@sakilacustomer.org,14/02/2006,116.68
MELISSA,KING,MELISSA.KING@sakilacustomer.org,14/02/2006,123.66
MICHAEL,SILVERMAN,MICHAEL.SILVERMAN@sakilacustomer.org,14/02/2006,127.71
MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,14/02/2006,130.7
MICHELLE,CLARK,MICHELLE.CLARK@sakilacustomer.org,14/02/2006,155.65
MIGUEL,BETANCOURT,MIGUEL.BETANCOURT@sakilacustomer.org,14/02/2006,135.71
MIKE,WAY,MIKE.WAY@sakilacustomer.org,14/02/2006,166.65
MILTON,HOWLAND,MILTON.HOWLAND@sakilacustomer.org,14/02/2006,127.75
MINNIE,ROMERO,MINNIE.ROMERO@sakilacustomer.org,14/02/2006,142.66
MIRIAM,MCKINNEY,MIRIAM.MCKINNEY@sakilacustomer.org,14/02/2006,135.74
MISTY,LAMBERT,MISTY.LAMBERT@sakilacustomer.org,14/02/2006,118.73
MITCHELL,WESTMORELAND,MITCHELL.WESTMORELAND@sakilacustomer.org,14/02/2006,134.68
MONICA,HICKS,MONICA.HICKS@sakilacustomer.org,14/02/2006,128.7
MORRIS,MCCARTER,MORRIS.MCCARTER@sakilacustomer.org,14/02/2006,139.66
NAOMI,JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,14/02/2006,152.65
NATHANIEL,ADAM,NATHANIEL.ADAM@sakilacustomer.org,14/02/2006,133.72
NEIL,RENNER,NEIL.RENNER@sakilacustomer.org,14/02/2006,152.68
NICHOLAS,BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,14/02/2006,145.68
NINA,SOTO,NINA.SOTO@sakilacustomer.org,14/02/2006,123.71
NORA,HERRERA,NORA.HERRERA@sakilacustomer.org,14/02/2006,118.72
OLGA,JIMENEZ,OLGA.JIMENEZ@sakilacustomer.org,14/02/2006,144.68
PATRICIA,JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,14/02/2006,128.73
PATRICK,NEWSOM,PATRICK.NEWSOM@sakilacustomer.org,14/02/2006,119.69
PATSY,DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,14/02/2006,119.72
PAUL,TROUT,PAUL.TROUT@sakilacustomer.org,14/02/2006,120.77
PERRY,SWAFFORD,PERRY.SWAFFORD@sakilacustomer.org,14/02/2006,117.76
PHILIP,CAUSEY,PHILIP.CAUSEY@sakilacustomer.org,14/02/2006,121.69
PRISCILLA,LOWE,PRISCILLA.LOWE@sakilacustomer.org,14/02/2006,157.65
RALPH,MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,14/02/2006,150.66
RAMON,CHOATE,RAMON.CHOATE@sakilacustomer.org,14/02/2006,140.69
RAMONA,HALE,RAMONA.HALE@sakilacustomer.org,14/02/2006,129.7
RAYMOND,MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,14/02/2006,135.7
REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,14/02/2006,135.66
REGINALD,KINDER,REGINALD.KINDER@sakilacustomer.org,14/02/2006,115.72
RENE,MCALISTER,RENE.MCALISTER@sakilacustomer.org,14/02/2006,113.74
RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,14/02/2006,194.61
RICK,MATTOX,RICK.MATTOX@sakilacustomer.org,14/02/2006,124.73
ROBERTO,VU,ROBERTO.VU@sakilacustomer.org,14/02/2006,139.7
ROGER,QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,14/02/2006,146.64
RONALD,WEINER,RONALD.WEINER@sakilacustomer.org,14/02/2006,132.7
ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,14/02/2006,133.7
ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,14/02/2006,147.65
ROY,WHITING,ROY.WHITING@sakilacustomer.org,14/02/2006,143.71
RUSSELL,BRINSON,RUSSELL.BRINSON@sakilacustomer.org,14/02/2006,136.64
RUTH,MARTINEZ,RUTH.MARTINEZ@sakilacustomer.org,14/02/2006,125.76
RYAN,SALISBURY,RYAN.SALISBURY@sakilacustomer.org,14/02/2006,142.7
SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,14/02/2006,119.68
SALVADOR,TEEL,SALVADOR.TEEL@sakilacustomer.org,14/02/2006,129.7
SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,14/02/2006,117.76
SARA,PERRY,SARA.PERRY@sakilacustomer.org,14/02/2006,141.67
SARAH,LEWIS,SARAH.LEWIS@sakilacustomer.org,14/02/2006,119.7
SETH,HANNON,SETH.HANNON@sakilacustomer.org,14/02/2006,112.75
SHARON,ROBINSON,SHARON.ROBINSON@sakilacustomer.org,14/02/2006,115.7
SHAWN,HEATON,SHAWN.HEATON@sakilacustomer.org,14/02/2006,152.67
SHELLY,WATTS,SHELLY.WATTS@sakilacustomer.org,14/02/2006,113.74
SHERRI,RHODES,SHERRI.RHODES@sakilacustomer.org,14/02/2006,128.67
SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,14/02/2006,153.66
SHIRLEY,ALLEN,SHIRLEY.ALLEN@sakilacustomer.org,14/02/2006,126.69
SONIA,GREGORY,SONIA.GREGORY@sakilacustomer.org,14/02/2006,126.72
STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,14/02/2006,151.66
STANLEY,SCROGGINS,STANLEY.SCROGGINS@sakilacustomer.org,14/02/2006,139.7
STEPHANIE,MITCHELL,STEPHANIE.MITCHELL@sakilacustomer.org,14/02/2006,118.75
STEPHEN,QUALLS,STEPHEN.QUALLS@sakilacustomer.org,14/02/2006,118.72
STEVE,MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,14/02/2006,158.66
STEVEN,CURLEY,STEVEN.CURLEY@sakilacustomer.org,14/02/2006,132.71
SUE,PETERS,SUE.PETERS@sakilacustomer.org,14/02/2006,154.6
SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,14/02/2006,143.68
TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,14/02/2006,155.59
TANYA,GILBERT,TANYA.GILBERT@sakilacustomer.org,14/02/2006,144.67
TED,BREAUX,TED.BREAUX@sakilacustomer.org,14/02/2006,117.71
TERESA,ROGERS,TERESA.ROGERS@sakilacustomer.org,14/02/2006,128.71
TERRENCE,GUNDERSON,TERRENCE.GUNDERSON@sakilacustomer.org,14/02/2006,117.7
TERRI,VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,14/02/2006,126.73
TERRY,CARLSON,TERRY.CARLSON@sakilacustomer.org,14/02/2006,127.71
THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,14/02/2006,126.68
TIM,CARY,TIM.CARY@sakilacustomer.org,14/02/2006,175.61
TINA,SIMMONS,TINA.SIMMONS@sakilacustomer.org,14/02/2006,133.72
TODD,TAN,TODD.TAN@sakilacustomer.org,14/02/2006,117.71
TOMMY,COLLAZO,TOMMY.COLLAZO@sakilacustomer.org,14/02/2006,186.62
TONYA,CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,14/02/2006,161.68
TRACEY,BARRETT,TRACEY.BARRETT@sakilacustomer.org,14/02/2006,118.73
TRACY,COLE,TRACY.COLE@sakilacustomer.org,14/02/2006,132.7
TRACY,HERRMANN,TRACY.HERRMANN@sakilacustomer.org,14/02/2006,129.72
TROY,QUIGLEY,TROY.QUIGLEY@sakilacustomer.org,14/02/2006,144.7
TYRONE,ASHER,TYRONE.ASHER@sakilacustomer.org,14/02/2006,112.76
VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,14/02/2006,121.74
VELMA,LUCAS,VELMA.LUCAS@sakilacustomer.org,14/02/2006,117.73
VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,14/02/2006,126.68
VICKIE,BREWER,VICKIE.BREWER@sakilacustomer.org,14/02/2006,120.69
VIOLA,HANSON,VIOLA.HANSON@sakilacustomer.org,14/02/2006,129.68
VIOLET,RODRIQUEZ,VIOLET.RODRIQUEZ@sakilacustomer.org,14/02/2006,142.7
VIRGINIA,GREEN,VIRGINIA.GREEN@sakilacustomer.org,14/02/2006,129.68
WALTER,PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,14/02/2006,127.7
WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,14/02/2006,145.7
WARREN,SHERROD,WARREN.SHERROD@sakilacustomer.org,14/02/2006,159.67
WESLEY,BULL,WESLEY.BULL@sakilacustomer.org,14/02/2006,177.6
ZACHARY,HITE,ZACHARY.HITE@sakilacustomer.org,14/02/2006,146.69
